User_ID,Age,Annual_Income_INR,Current_Savings_INR,Monthly_Disposable_Income_INR,Tax_Bracket,Financial_Goal,Risk_Appetite_Score,Investment_Horizon_Months,Recommended_Asset_Class,Historical_Portfolio_ROI
SWT-01647,56,2210000.0,18183000.0,80600.0,30%,Retirement,8,85,Mutual Funds,12.08
SWT-01648,50,2381000.0,5107000.0,96200.0,30%,Tax Saving,7,55,Mutual Funds,9.96
SWT-01649,45,3163000.0,9261000.0,139700.0,30%,Retirement,8,85,Mutual Funds,18.01
SWT-01650,51,2192000.0,7691000.0,76600.0,30%,Retirement,8,86,Mutual Funds,5.41
SWT-01651,70,2515000.0,13792000.0,81500.0,30%,Short-term Gain,7,66,Mutual Funds,10.42
SWT-01652,31,3031000.0,5691000.0,143500.0,30%,Retirement,9,85,Mutual Funds,12.79
SWT-01653,35,3779000.0,7354000.0,163000.0,30%,Retirement,9,98,Mutual Funds,13.53
SWT-01654,31,1713000.0,1446000.0,62300.0,30%,Short-term Gain,9,95,Equity/Stocks,16.15
SWT-01655,32,1458000.0,1819000.0,47100.0,20%,Wealth Creation,7,108,Equity/Stocks,-9.28
SWT-01656,34,2609000.0,7670000.0,93700.0,30%,Wealth Creation,7,67,Mutual Funds,11.93
SWT-01657,37,6500000.0,25000000.0,360900.0,30%,Tax Saving,10,82,Mutual Funds,10.55
SWT-01658,34,3917000.0,7667000.0,220300.0,30%,Tax Saving,7,62,Mutual Funds,16.01
SWT-01659,53,2295000.0,8400000.0,94800.0,30%,Retirement,8,71,Mutual Funds,15.53
SWT-01660,44,3319000.0,11305000.0,139700.0,30%,Retirement,8,105,Mutual Funds,12.84
SWT-01661,28,2893000.0,2539000.0,111600.0,30%,Retirement,10,100,Mutual Funds,13.47
SWT-01662,31,1587000.0,1039000.0,51000.0,30%,Wealth Creation,8,92,Mutual Funds,19.05
SWT-01663,31,3811000.0,7987000.0,177900.0,30%,Retirement,8,97,Mutual Funds,17.92
SWT-01664,73,1625000.0,8826000.0,57200.0,30%,Wealth Creation,5,38,Gold,8.83
SWT-01665,38,2697000.0,5640000.0,113000.0,30%,Tax Saving,8,88,Mutual Funds,23.47
SWT-01666,43,2912000.0,5468000.0,103400.0,30%,Tax Saving,6,77,Mutual Funds,8.45
SWT-01667,23,2900000.0,412000.0,123200.0,30%,Retirement,10,95,Equity/Stocks,0.39
SWT-01668,37,2153000.0,1926000.0,75900.0,30%,Wealth Creation,7,80,Mutual Funds,11.44
SWT-01669,61,1360000.0,3926000.0,41300.0,20%,Wealth Creation,4,56,Gold,6.97
SWT-01670,34,2897000.0,3969000.0,121000.0,30%,Tax Saving,8,99,Mutual Funds,-2.26
SWT-01671,58,1306000.0,4629000.0,42800.0,20%,Retirement,7,76,Gold,5.73
SWT-01672,33,2328000.0,5991000.0,92900.0,30%,Retirement,6,86,Mutual Funds,13.17
SWT-01673,42,4206000.0,18516000.0,197900.0,30%,Tax Saving,9,88,Mutual Funds,11.16
SWT-01674,48,3462000.0,23433000.0,154600.0,30%,Wealth Creation,6,76,Gold,5.48
SWT-01675,36,3771000.0,11018000.0,171000.0,30%,Wealth Creation,9,82,Mutual Funds,11.75
SWT-01676,41,3487000.0,15479000.0,135900.0,30%,Wealth Creation,7,70,Gold,8.43
SWT-01677,54,5842000.0,25000000.0,313700.0,30%,Tax Saving,9,70,Mutual Funds,15.75
SWT-01678,59,2037000.0,6535000.0,81800.0,30%,Short-term Gain,6,41,Gold,5.92
SWT-01679,60,2731000.0,10508000.0,93800.0,30%,Retirement,5,57,Mutual Funds,15.43
SWT-01680,38,2414000.0,6046000.0,90600.0,30%,Retirement,8,96,Mutual Funds,5.41
SWT-01681,51,3815000.0,18552000.0,179700.0,30%,Retirement,7,59,Gold,6.25
SWT-01682,35,2606000.0,4754000.0,103800.0,30%,Retirement,9,95,Mutual Funds,21.59
SWT-01683,62,3973000.0,25000000.0,177600.0,30%,Retirement,6,46,Gold,4.68
SWT-01684,34,2204000.0,2517000.0,70600.0,30%,Retirement,8,75,Mutual Funds,7.82
SWT-01685,51,4406000.0,25000000.0,201600.0,30%,Tax Saving,5,85,Mutual Funds,5.86
SWT-01686,37,3314000.0,5147000.0,160800.0,30%,Retirement,8,73,Mutual Funds,6.88
SWT-01687,35,2631000.0,5684000.0,94800.0,30%,Tax Saving,9,75,Mutual Funds,12.32
SWT-01688,28,2726000.0,2627000.0,104100.0,30%,Retirement,8,96,Mutual Funds,15.44
SWT-01689,54,2937000.0,7588000.0,141500.0,30%,Retirement,7,68,Gold,7.94
SWT-01690,28,2568000.0,1483000.0,93500.0,30%,Tax Saving,9,105,Mutual Funds,9.57
SWT-01691,53,2565000.0,8110000.0,101800.0,30%,Retirement,6,86,Gold,3.97
SWT-01692,55,2124000.0,9801000.0,82000.0,30%,Retirement,8,58,Mutual Funds,7.44
SWT-01693,47,2596000.0,7396000.0,109100.0,30%,Wealth Creation,5,58,Bonds,3.64
SWT-01694,63,1304000.0,4617000.0,34800.0,20%,Retirement,3,61,Bonds,6.24
SWT-01695,58,3289000.0,10761000.0,135400.0,30%,Tax Saving,8,76,Mutual Funds,16.0
SWT-01696,25,1429000.0,899000.0,45000.0,20%,Wealth Creation,10,113,Equity/Stocks,14.02
SWT-01697,45,2705000.0,8484000.0,123700.0,30%,Wealth Creation,10,77,Mutual Funds,14.28
SWT-01698,56,3214000.0,19391000.0,130200.0,30%,Retirement,6,73,Gold,10.84
SWT-01699,39,3674000.0,8450000.0,163600.0,30%,Retirement,9,96,Equity/Stocks,15.64
SWT-01700,40,1607000.0,2268000.0,53100.0,30%,Short-term Gain,8,84,Mutual Funds,19.28
SWT-01701,47,2806000.0,18660000.0,118700.0,30%,Wealth Creation,9,71,Mutual Funds,5.42
SWT-01702,41,3312000.0,4893000.0,153100.0,30%,Tax Saving,8,82,Mutual Funds,9.55
SWT-01703,36,2747000.0,5695000.0,102200.0,30%,Retirement,9,109,Equity/Stocks,9.25
SWT-01704,28,3524000.0,2197000.0,152900.0,30%,Short-term Gain,10,87,Mutual Funds,15.58
SWT-01705,65,1631000.0,6041000.0,53400.0,30%,Retirement,6,41,Gold,3.35
SWT-01706,40,1472000.0,1998000.0,50300.0,20%,Retirement,6,67,Mutual Funds,18.54
SWT-01707,48,3728000.0,11337000.0,170900.0,30%,Tax Saving,7,66,Mutual Funds,14.43
SWT-01708,36,2275000.0,3854000.0,83200.0,30%,Retirement,8,85,Mutual Funds,21.27
SWT-01709,52,1582000.0,1888000.0,46200.0,30%,Tax Saving,5,71,Mutual Funds,11.32
SWT-01710,42,2734000.0,6557000.0,125100.0,30%,Wealth Creation,6,78,Gold,6.22
SWT-01711,56,3873000.0,21654000.0,187100.0,30%,Retirement,6,60,Gold,10.13
SWT-01712,46,1934000.0,3138000.0,72000.0,30%,Short-term Gain,7,76,Mutual Funds,16.88
SWT-01713,23,4246000.0,1308000.0,214200.0,30%,Tax Saving,10,113,Mutual Funds,7.0
SWT-01714,32,1921000.0,1691000.0,66100.0,30%,Retirement,9,73,Mutual Funds,-0.37
SWT-01715,45,2982000.0,8945000.0,109000.0,30%,Tax Saving,8,90,Mutual Funds,1.31
SWT-01716,40,1920000.0,3043000.0,54300.0,30%,Wealth Creation,7,68,Mutual Funds,12.86
SWT-01717,54,2738000.0,11414000.0,120000.0,30%,Retirement,6,56,Gold,12.99
SWT-01718,54,2588000.0,16931000.0,101100.0,30%,Retirement,8,72,Gold,3.16
SWT-01719,46,1799000.0,10726000.0,60900.0,30%,Tax Saving,7,72,Mutual Funds,10.08
SWT-01720,37,6500000.0,25000000.0,316900.0,30%,Retirement,8,91,Mutual Funds,9.56
SWT-01721,27,1907000.0,1506000.0,60300.0,30%,Retirement,9,100,Equity/Stocks,36.05
SWT-01722,32,2144000.0,4511000.0,83100.0,30%,Retirement,8,86,Mutual Funds,24.1
SWT-01723,37,3738000.0,10123000.0,199300.0,30%,Retirement,8,103,Mutual Funds,13.87
SWT-01724,41,5109000.0,25000000.0,263000.0,30%,Retirement,7,86,Mutual Funds,16.19
SWT-01725,42,4125000.0,19340000.0,215100.0,30%,Tax Saving,7,80,Mutual Funds,16.04
SWT-01726,31,1674000.0,1594000.0,55200.0,30%,Tax Saving,9,102,Mutual Funds,3.89
SWT-01727,43,3094000.0,10668000.0,129700.0,30%,Wealth Creation,8,70,Mutual Funds,15.4
SWT-01728,27,1224000.0,280000.0,41200.0,20%,Retirement,10,120,Equity/Stocks,2.37
SWT-01729,30,3208000.0,4231000.0,133300.0,30%,Wealth Creation,10,85,Equity/Stocks,12.46
SWT-01730,41,1694000.0,1898000.0,60700.0,30%,Tax Saving,10,89,Mutual Funds,18.68
SWT-01731,34,2020000.0,1530000.0,72600.0,30%,Short-term Gain,9,88,Mutual Funds,11.98
SWT-01732,28,2290000.0,1764000.0,84000.0,30%,Retirement,10,96,Mutual Funds,18.45
SWT-01733,61,2708000.0,9519000.0,119100.0,30%,Retirement,5,46,Bonds,7.06
SWT-01734,49,2630000.0,9255000.0,105200.0,30%,Retirement,8,64,Gold,1.46
SWT-01735,36,4392000.0,12007000.0,223700.0,30%,Short-term Gain,8,100,Mutual Funds,-0.65
SWT-01736,48,3626000.0,16279000.0,185300.0,30%,Wealth Creation,6,53,Gold,11.77
SWT-01737,50,3486000.0,11207000.0,172700.0,30%,Wealth Creation,9,87,Mutual Funds,18.64
SWT-01738,44,1955000.0,6447000.0,73700.0,30%,Wealth Creation,6,79,Mutual Funds,12.75
SWT-01739,62,3948000.0,25000000.0,131200.0,30%,Short-term Gain,6,49,Gold,9.27
SWT-01740,31,1902000.0,2153000.0,67000.0,30%,Retirement,8,97,Mutual Funds,16.48
SWT-01741,38,4842000.0,10202000.0,266700.0,30%,Tax Saving,9,85,Mutual Funds,16.69
SWT-01742,56,4989000.0,25000000.0,269500.0,30%,Short-term Gain,8,53,Gold,6.87
SWT-01743,34,3078000.0,7849000.0,136300.0,30%,Retirement,9,78,Mutual Funds,17.18
SWT-01744,60,3345000.0,25000000.0,150500.0,30%,Retirement,7,67,Gold,6.79
SWT-01745,41,1066000.0,1249000.0,31700.0,5%,Short-term Gain,6,81,Mutual Funds,12.68
SWT-01746,40,2664000.0,5219000.0,102500.0,30%,Retirement,10,92,Mutual Funds,12.76
SWT-01747,34,3717000.0,5201000.0,194200.0,30%,Retirement,9,86,Mutual Funds,6.39
SWT-01748,39,3776000.0,8503000.0,188800.0,30%,Short-term Gain,7,77,Gold,5.41
SWT-01749,32,1700000.0,1057000.0,57900.0,30%,Tax Saving,9,89,Mutual Funds,24.77
SWT-01750,52,2528000.0,9210000.0,100900.0,30%,Retirement,7,46,Mutual Funds,6.84
SWT-01751,54,1200000.0,4108000.0,38200.0,5%,Retirement,5,58,Gold,9.11
SWT-01752,37,3128000.0,5216000.0,144000.0,30%,Retirement,6,84,Mutual Funds,14.32
SWT-01753,62,1254000.0,4248000.0,36700.0,20%,Retirement,5,51,Bonds,5.43
SWT-01754,50,4072000.0,18574000.0,215800.0,30%,Retirement,5,83,Gold,10.01
SWT-01755,22,2857000.0,10000.0,117800.0,30%,Retirement,7,84,Gold,9.14
SWT-01756,40,2437000.0,4412000.0,106100.0,30%,Retirement,8,74,Gold,4.76
SWT-01757,60,2841000.0,12119000.0,125400.0,30%,Wealth Creation,5,54,Gold,9.61
SWT-01758,36,2520000.0,3337000.0,91800.0,30%,Retirement,7,85,Mutual Funds,8.66
SWT-01759,24,2232000.0,354000.0,96200.0,30%,Tax Saving,6,67,Mutual Funds,19.96
SWT-01760,58,1740000.0,7741000.0,47600.0,30%,Retirement,5,61,Gold,9.29
SWT-01761,41,3489000.0,9968000.0,165200.0,30%,Retirement,8,84,Mutual Funds,7.59
SWT-01762,43,1709000.0,3721000.0,52800.0,30%,Wealth Creation,7,50,Gold,9.19
SWT-01763,27,1244000.0,846000.0,42200.0,20%,Wealth Creation,9,96,Mutual Funds,6.01
SWT-01764,50,2728000.0,16283000.0,110700.0,30%,Retirement,9,66,Mutual Funds,13.03
SWT-01765,36,2525000.0,2530000.0,90700.0,30%,Retirement,9,84,Mutual Funds,10.16
SWT-01766,39,3064000.0,9429000.0,126300.0,30%,Short-term Gain,9,70,Mutual Funds,6.59
SWT-01767,66,1678000.0,8049000.0,51400.0,30%,Retirement,6,55,Gold,5.28
SWT-01768,36,4939000.0,11956000.0,261000.0,30%,Retirement,7,103,Mutual Funds,24.21
SWT-01769,45,3053000.0,11337000.0,125000.0,30%,Retirement,8,80,Mutual Funds,12.01
SWT-01770,48,3099000.0,6402000.0,123400.0,30%,Tax Saving,8,48,Mutual Funds,9.09
SWT-01771,60,2561000.0,20863000.0,101000.0,30%,Tax Saving,6,59,Mutual Funds,8.56
SWT-01772,29,3237000.0,4063000.0,144600.0,30%,Retirement,8,90,Mutual Funds,14.13
SWT-01773,39,3377000.0,6537000.0,137600.0,30%,Wealth Creation,9,73,Mutual Funds,7.71
SWT-01774,25,2444000.0,746000.0,80100.0,30%,Tax Saving,8,100,Mutual Funds,5.39
SWT-01775,38,3514000.0,4908000.0,162900.0,30%,Wealth Creation,7,91,Gold,7.89
SWT-01776,40,1582000.0,2493000.0,52500.0,30%,Wealth Creation,7,70,Mutual Funds,11.29
SWT-01777,45,1637000.0,3162000.0,55800.0,30%,Tax Saving,8,57,Mutual Funds,9.17
SWT-01778,44,2828000.0,5356000.0,119500.0,30%,Tax Saving,8,54,Mutual Funds,6.53
SWT-01779,41,2684000.0,8858000.0,119300.0,30%,Wealth Creation,9,76,Mutual Funds,9.18
SWT-01780,55,3200000.0,24529000.0,148800.0,30%,Short-term Gain,5,55,Gold,6.59
SWT-01781,36,2719000.0,5032000.0,131100.0,30%,Tax Saving,7,76,Mutual Funds,8.32
SWT-01782,26,2624000.0,1230000.0,127900.0,30%,Wealth Creation,10,94,Equity/Stocks,17.79
SWT-01783,34,1753000.0,2525000.0,49700.0,30%,Tax Saving,7,91,Mutual Funds,23.12
SWT-01784,43,2880000.0,8320000.0,96900.0,30%,Tax Saving,7,81,Mutual Funds,18.45
SWT-01785,34,1701000.0,1418000.0,55500.0,30%,Retirement,6,83,Mutual Funds,20.94
SWT-01786,42,3256000.0,7790000.0,147200.0,30%,Retirement,8,90,Mutual Funds,8.33
SWT-01787,37,1503000.0,1936000.0,46700.0,30%,Tax Saving,9,80,Mutual Funds,21.45
SWT-01788,58,2808000.0,15023000.0,119600.0,30%,Short-term Gain,5,41,Bonds,5.77
SWT-01789,42,1798000.0,3770000.0,58600.0,30%,Retirement,9,77,Equity/Stocks,25.57
SWT-01790,48,2544000.0,9110000.0,92500.0,30%,Tax Saving,7,63,Mutual Funds,13.89
SWT-01791,58,3345000.0,10814000.0,141000.0,30%,Wealth Creation,4,26,Bonds,5.12
SWT-01792,29,2526000.0,2843000.0,95400.0,30%,Retirement,8,86,Equity/Stocks,22.08
SWT-01793,41,1688000.0,3245000.0,58700.0,30%,Retirement,7,91,Mutual Funds,14.03
SWT-01794,44,2336000.0,15247000.0,83200.0,30%,Short-term Gain,7,84,Mutual Funds,2.27
SWT-01795,42,1779000.0,3228000.0,57700.0,30%,Tax Saving,8,86,Mutual Funds,10.81
SWT-01796,47,1680000.0,4741000.0,57100.0,30%,Retirement,9,80,Mutual Funds,16.68
SWT-01797,26,2262000.0,2901000.0,81300.0,30%,Tax Saving,8,113,Mutual Funds,13.05
SWT-01798,34,3125000.0,5868000.0,144800.0,30%,Tax Saving,8,75,Mutual Funds,14.12
SWT-01799,49,3292000.0,13148000.0,133300.0,30%,Retirement,6,55,Gold,5.57
SWT-01800,29,2848000.0,1941000.0,105100.0,30%,Retirement,8,106,Mutual Funds,12.93
SWT-01801,54,2691000.0,19491000.0,108900.0,30%,Tax Saving,7,65,Mutual Funds,11.0
SWT-01802,54,2475000.0,6640000.0,97100.0,30%,Wealth Creation,7,57,Mutual Funds,10.44
SWT-01803,38,1970000.0,4023000.0,63300.0,30%,Retirement,6,83,Mutual Funds,8.2
SWT-01804,44,2517000.0,5963000.0,106800.0,30%,Tax Saving,8,73,Mutual Funds,16.6
SWT-01805,39,1840000.0,3098000.0,71400.0,30%,Tax Saving,7,69,Mutual Funds,13.3
SWT-01806,43,2205000.0,3300000.0,75700.0,30%,Tax Saving,8,68,Mutual Funds,12.86
SWT-01807,29,2416000.0,3354000.0,101700.0,30%,Tax Saving,10,103,Mutual Funds,24.42
SWT-01808,46,2790000.0,8244000.0,90800.0,30%,Retirement,8,78,Mutual Funds,14.14
SWT-01809,60,6411000.0,25000000.0,377200.0,30%,Tax Saving,6,74,Mutual Funds,17.33
SWT-01810,43,1878000.0,6543000.0,59300.0,30%,Wealth Creation,7,72,Mutual Funds,12.92
SWT-01811,42,2764000.0,6250000.0,119300.0,30%,Wealth Creation,8,76,Mutual Funds,9.53
SWT-01812,44,1837000.0,4804000.0,57000.0,30%,Tax Saving,8,95,Mutual Funds,5.59
SWT-01813,45,2562000.0,10167000.0,98400.0,30%,Retirement,8,89,Gold,8.9
SWT-01814,57,2294000.0,11383000.0,78900.0,30%,Retirement,6,60,Gold,-0.63
SWT-01815,42,3770000.0,5819000.0,174200.0,30%,Retirement,8,61,Mutual Funds,13.02
SWT-01816,42,2491000.0,8025000.0,108900.0,30%,Retirement,6,63,Gold,9.02
SWT-01817,53,2578000.0,9954000.0,99000.0,30%,Retirement,6,50,Gold,7.3
SWT-01818,32,2189000.0,2279000.0,92200.0,30%,Retirement,9,93,Mutual Funds,10.95
SWT-01819,38,1774000.0,2835000.0,57000.0,30%,Retirement,9,81,Mutual Funds,4.07
SWT-01820,36,2193000.0,2043000.0,88500.0,30%,Retirement,8,105,Mutual Funds,19.23
SWT-01821,60,2128000.0,9936000.0,65900.0,30%,Retirement,8,44,Gold,6.75
SWT-01822,44,2967000.0,5719000.0,120100.0,30%,Tax Saving,8,64,Mutual Funds,6.08
SWT-01823,39,3359000.0,7934000.0,142000.0,30%,Tax Saving,8,86,Mutual Funds,14.54
SWT-01824,37,2543000.0,5154000.0,109900.0,30%,Wealth Creation,7,87,Mutual Funds,12.08
SWT-01825,37,2529000.0,7043000.0,98500.0,30%,Tax Saving,10,61,Mutual Funds,9.24
SWT-01826,29,1354000.0,644000.0,34100.0,20%,Short-term Gain,8,72,Mutual Funds,8.91
SWT-01827,44,3444000.0,19675000.0,138000.0,30%,Short-term Gain,10,82,Mutual Funds,11.46
SWT-01828,43,2313000.0,8166000.0,78400.0,30%,Tax Saving,10,102,Mutual Funds,19.98
SWT-01829,27,2839000.0,1676000.0,123700.0,30%,Short-term Gain,8,117,Mutual Funds,14.12
SWT-01830,59,3747000.0,15590000.0,186900.0,30%,Retirement,5,48,Bonds,5.46
SWT-01831,36,2544000.0,2749000.0,95600.0,30%,Wealth Creation,5,73,Gold,10.56
SWT-01832,49,2060000.0,6896000.0,69200.0,30%,Short-term Gain,8,63,Gold,8.1
SWT-01833,41,2844000.0,5735000.0,122000.0,30%,Retirement,9,92,Mutual Funds,13.89
SWT-01834,48,3216000.0,18967000.0,126300.0,30%,Retirement,7,89,Gold,8.53
SWT-01835,26,1969000.0,682000.0,70400.0,30%,Wealth Creation,8,110,Mutual Funds,14.79
SWT-01836,50,2368000.0,5922000.0,90900.0,30%,Wealth Creation,7,68,Mutual Funds,9.18
SWT-01837,54,3235000.0,16814000.0,137000.0,30%,Short-term Gain,7,55,Mutual Funds,5.55
SWT-01838,34,3063000.0,4171000.0,133100.0,30%,Wealth Creation,9,91,Equity/Stocks,24.67
SWT-01839,30,2152000.0,1997000.0,77600.0,30%,Tax Saving,9,111,Mutual Funds,20.44
SWT-01840,39,1654000.0,3970000.0,55600.0,30%,Tax Saving,8,78,Mutual Funds,5.41
SWT-01841,44,3353000.0,11788000.0,132100.0,30%,Wealth Creation,7,53,Gold,8.62
SWT-01842,40,2219000.0,4906000.0,84400.0,30%,Tax Saving,9,81,Mutual Funds,8.83
SWT-01843,25,2272000.0,874000.0,90000.0,30%,Short-term Gain,10,100,Equity/Stocks,25.01
SWT-01844,38,2915000.0,3600000.0,122800.0,30%,Tax Saving,7,58,Mutual Funds,12.79
SWT-01845,39,1535000.0,2881000.0,50700.0,30%,Retirement,9,89,Mutual Funds,31.27
SWT-01846,43,2966000.0,9302000.0,121800.0,30%,Retirement,9,88,Mutual Funds,9.71
SWT-01847,46,3416000.0,17410000.0,163100.0,30%,Retirement,8,98,Mutual Funds,20.08
SWT-01848,51,3444000.0,19290000.0,154900.0,30%,Wealth Creation,7,52,Mutual Funds,20.03
SWT-01849,63,2321000.0,10724000.0,77900.0,30%,Wealth Creation,8,68,Mutual Funds,14.48
SWT-01850,45,1540000.0,4901000.0,51700.0,30%,Short-term Gain,5,78,Gold,8.11
SWT-01851,54,4065000.0,20637000.0,173400.0,30%,Retirement,8,74,Mutual Funds,12.03
SWT-01852,34,2979000.0,5520000.0,126500.0,30%,Tax Saving,8,75,Mutual Funds,11.56
SWT-01853,30,1636000.0,1167000.0,51100.0,30%,Short-term Gain,10,86,Mutual Funds,18.64
SWT-01854,59,1911000.0,8981000.0,62800.0,30%,Retirement,6,58,Gold,5.17
SWT-01855,32,2705000.0,3154000.0,108600.0,30%,Tax Saving,7,87,Mutual Funds,10.66
SWT-01856,48,3576000.0,25000000.0,154000.0,30%,Wealth Creation,7,64,Mutual Funds,10.03
SWT-01857,22,1674000.0,10000.0,56600.0,30%,Retirement,10,120,Equity/Stocks,-6.04
SWT-01858,57,3338000.0,24256000.0,147600.0,30%,Retirement,6,54,Gold,10.78
SWT-01859,26,1227000.0,729000.0,34200.0,20%,Tax Saving,7,69,Mutual Funds,17.05
SWT-01860,54,1935000.0,3931000.0,73400.0,30%,Wealth Creation,6,59,Gold,5.95
SWT-01861,46,1497000.0,2076000.0,47500.0,20%,Tax Saving,7,78,Mutual Funds,16.88
SWT-01862,51,2108000.0,6241000.0,78500.0,30%,Wealth Creation,9,79,Mutual Funds,2.09
SWT-01863,43,4682000.0,19466000.0,278100.0,30%,Tax Saving,5,72,Bonds,5.53
SWT-01864,51,5426000.0,25000000.0,326800.0,30%,Retirement,10,96,Equity/Stocks,13.0
SWT-01865,37,2955000.0,3514000.0,127900.0,30%,Wealth Creation,8,71,Mutual Funds,11.99
SWT-01866,51,2290000.0,11922000.0,82100.0,30%,Wealth Creation,8,66,Mutual Funds,11.96
SWT-01867,62,2135000.0,20892000.0,67400.0,30%,Retirement,5,69,Gold,7.77
SWT-01868,50,3300000.0,21949000.0,146800.0,30%,Tax Saving,7,45,Bonds,4.96
SWT-01869,35,1612000.0,3023000.0,56100.0,30%,Retirement,8,86,Mutual Funds,10.89
SWT-01870,54,2249000.0,9245000.0,84300.0,30%,Retirement,5,73,Gold,12.09
SWT-01871,33,4057000.0,5831000.0,144000.0,30%,Retirement,8,103,Mutual Funds,8.27
SWT-01872,31,1760000.0,1679000.0,62200.0,30%,Wealth Creation,10,105,Equity/Stocks,41.34
SWT-01873,42,2264000.0,11274000.0,88900.0,30%,Short-term Gain,6,81,Mutual Funds,8.41
SWT-01874,42,2889000.0,7090000.0,115300.0,30%,Short-term Gain,8,67,Gold,8.89
SWT-01875,46,3172000.0,9588000.0,146700.0,30%,Retirement,7,89,Gold,9.99
SWT-01876,45,2374000.0,9864000.0,93000.0,30%,Short-term Gain,6,56,Gold,7.05
SWT-01877,57,2627000.0,18103000.0,97000.0,30%,Wealth Creation,8,52,Gold,13.14
SWT-01878,42,3494000.0,8196000.0,173600.0,30%,Tax Saving,7,81,Mutual Funds,14.35
SWT-01879,52,5202000.0,25000000.0,253200.0,30%,Retirement,6,57,Gold,7.34
SWT-01880,62,2201000.0,8654000.0,79100.0,30%,Retirement,6,56,Gold,12.44
SWT-01881,52,2740000.0,11296000.0,107800.0,30%,Retirement,6,68,Gold,4.71
SWT-01882,48,4690000.0,25000000.0,233900.0,30%,Tax Saving,7,92,Mutual Funds,8.55
SWT-01883,44,2430000.0,5018000.0,93900.0,30%,Tax Saving,8,83,Mutual Funds,14.64
SWT-01884,58,1644000.0,8638000.0,58600.0,30%,Tax Saving,6,50,Mutual Funds,15.4
SWT-01885,41,3097000.0,8862000.0,144200.0,30%,Wealth Creation,8,89,Mutual Funds,13.3
SWT-01886,48,4059000.0,25000000.0,210500.0,30%,Short-term Gain,6,57,Gold,7.59
SWT-01887,53,3077000.0,15433000.0,112200.0,30%,Wealth Creation,7,77,Gold,7.12
SWT-01888,39,2723000.0,5977000.0,96700.0,30%,Retirement,8,84,Mutual Funds,17.81
SWT-01889,26,1370000.0,610000.0,42100.0,20%,Tax Saving,8,100,Mutual Funds,12.84
SWT-01890,43,2836000.0,7258000.0,114600.0,30%,Tax Saving,9,61,Mutual Funds,6.32
SWT-01891,49,4242000.0,11079000.0,204800.0,30%,Short-term Gain,7,43,Gold,4.76
SWT-01892,42,1938000.0,3880000.0,76600.0,30%,Tax Saving,9,65,Mutual Funds,20.49
SWT-01893,67,1859000.0,8139000.0,63300.0,30%,Wealth Creation,7,73,Gold,5.5
SWT-01894,47,2553000.0,4688000.0,102700.0,30%,Retirement,9,65,Mutual Funds,13.12
SWT-01895,50,2269000.0,7389000.0,89600.0,30%,Tax Saving,8,81,Mutual Funds,19.04
SWT-01896,52,3006000.0,6232000.0,125900.0,30%,Tax Saving,7,59,Mutual Funds,14.33
SWT-01897,27,2576000.0,1471000.0,120400.0,30%,Short-term Gain,9,95,Equity/Stocks,6.0
SWT-01898,27,2567000.0,1799000.0,91800.0,30%,Retirement,9,97,Mutual Funds,5.47
SWT-01899,61,1718000.0,7070000.0,53600.0,30%,Retirement,3,64,Bonds,7.38
SWT-01900,46,1711000.0,3619000.0,51800.0,30%,Tax Saving,8,83,Mutual Funds,5.69
SWT-01901,43,3143000.0,9402000.0,150800.0,30%,Tax Saving,8,83,Mutual Funds,8.41
SWT-01902,40,2412000.0,4085000.0,96500.0,30%,Retirement,9,101,Mutual Funds,13.71
SWT-01903,37,4936000.0,15097000.0,255700.0,30%,Wealth Creation,8,77,Mutual Funds,10.28
SWT-01904,60,4394000.0,25000000.0,210000.0,30%,Wealth Creation,7,72,Gold,10.0
SWT-01905,59,4649000.0,24365000.0,274300.0,30%,Retirement,5,64,Bonds,3.74
SWT-01906,38,2055000.0,4065000.0,74200.0,30%,Retirement,7,91,Mutual Funds,10.4
SWT-01907,47,3467000.0,14908000.0,173300.0,30%,Wealth Creation,5,63,Gold,10.03
SWT-01908,58,3319000.0,17170000.0,144900.0,30%,Retirement,6,52,Gold,10.21
SWT-01909,43,3683000.0,25000000.0,177900.0,30%,Wealth Creation,7,65,Mutual Funds,8.51
SWT-01910,34,2332000.0,3231000.0,88400.0,30%,Wealth Creation,7,74,Gold,4.44
SWT-01911,47,4351000.0,18225000.0,211000.0,30%,Tax Saving,8,64,Mutual Funds,12.69
SWT-01912,36,2702000.0,4337000.0,105800.0,30%,Retirement,8,90,Mutual Funds,4.18
SWT-01913,59,2562000.0,8673000.0,89600.0,30%,Retirement,5,50,Bonds,7.04
SWT-01914,59,1503000.0,6733000.0,48900.0,30%,Short-term Gain,8,69,Gold,8.59
SWT-01915,51,3452000.0,12321000.0,164100.0,30%,Short-term Gain,7,74,Mutual Funds,7.86
SWT-01916,49,2630000.0,7605000.0,111000.0,30%,Tax Saving,6,53,Mutual Funds,6.38
SWT-01917,43,3353000.0,8946000.0,155800.0,30%,Tax Saving,7,62,Mutual Funds,8.2
SWT-01918,65,2287000.0,8351000.0,83100.0,30%,Retirement,5,44,Bonds,3.63
SWT-01919,25,2248000.0,434000.0,92100.0,30%,Retirement,9,90,Mutual Funds,14.44
SWT-01920,38,2737000.0,4991000.0,116800.0,30%,Retirement,10,80,Equity/Stocks,4.95
SWT-01921,42,3700000.0,16504000.0,191300.0,30%,Tax Saving,8,100,Mutual Funds,13.73
