request_id,payload_size_bytes,special_char_ratio,requests_per_minute,unique_endpoints_last_5min,hour_of_day,response_time_ms,failed_requests_ratio,is_anomaly
REQ-003419,67.1,0.0126,1.91,3,17,93.8,0.0226,0
REQ-003420,98.7,0.0791,1.48,1,13,158.5,0.064,0
REQ-003421,498.9,0.0407,2.91,3,19,115.6,0.042,0
REQ-003422,565.4,0.0877,1.85,1,17,82.8,0.0141,0
REQ-003423,268.2,0.0487,0.8,1,21,79.3,0.0059,0
REQ-003424,95.0,0.15,1.9,3,22,74.3,0.0356,0
REQ-003425,67.2,0.0251,1.1,1,12,128.2,0.0831,0
REQ-003426,281.3,0.0317,1.48,3,8,70.7,0.0383,0
REQ-003427,166.9,0.15,2.0,1,9,75.4,0.0323,0
REQ-003428,287.0,0.0061,0.26,2,17,80.7,0.0251,0
REQ-003429,112.2,0.0727,2.57,3,6,83.0,0.03,0
REQ-003430,180.6,0.15,1.6,2,16,119.9,0.0124,0
REQ-003431,165.7,0.1007,3.04,3,10,57.6,0.0368,0
REQ-003432,99.4,0.0666,0.1,1,20,85.7,0.0096,0
REQ-003433,130.4,0.064,1.74,3,6,195.7,0.0206,0
REQ-003434,154.1,0.0084,0.92,1,9,83.3,0.0446,0
REQ-003435,123.1,0.0319,0.19,3,7,137.9,0.0113,0
REQ-003436,122.5,0.0889,0.31,2,15,127.5,0.0381,0
REQ-003437,50.0,0.103,7.56,3,15,57.7,0.0498,0
REQ-003438,63.6,0.0075,3.25,1,22,54.7,0.0143,0
REQ-003439,292.2,0.063,4.87,2,8,127.6,0.0,0
REQ-003440,289.7,0.0733,4.63,2,6,125.2,0.0003,0
REQ-003441,157.8,0.0149,4.24,3,7,100.8,0.0316,0
REQ-003442,50.0,0.0679,6.38,2,13,118.3,0.0093,0
REQ-003443,500.0,0.3518,15.0,14,7,148.6,0.6871,1
REQ-003444,100.3,0.0496,1.11,2,7,173.7,0.0014,0
REQ-003445,398.1,0.0711,0.12,2,19,95.6,0.0626,0
REQ-003446,186.8,0.0641,1.29,1,9,91.5,0.0246,0
REQ-003447,81.3,0.0696,0.24,2,19,48.0,0.0063,0
REQ-003448,134.4,0.0421,1.62,2,14,72.1,0.021,0
REQ-003449,67.4,0.0086,0.77,2,10,94.4,0.0086,0
REQ-003450,115.5,0.0913,2.66,3,19,65.5,0.0534,0
REQ-003451,126.3,0.0991,1.96,1,22,88.9,0.0084,0
REQ-003452,125.2,0.0716,3.57,1,6,114.1,0.0193,0
REQ-003453,212.8,0.0556,0.8,3,8,85.5,0.0396,0
REQ-003454,232.4,0.0209,0.85,2,17,137.5,0.0862,0
REQ-003455,643.6,0.1062,2.43,3,16,145.8,0.0263,0
REQ-003456,69.7,0.0446,8.22,3,11,106.1,0.0594,0
REQ-003457,309.1,0.0489,0.1,2,11,100.6,0.0335,0
REQ-003458,264.7,0.0622,1.02,3,14,136.8,0.0121,0
REQ-003459,117.8,0.0462,2.27,2,13,153.8,0.0331,0
REQ-003460,188.9,0.1187,2.0,1,10,75.8,0.0176,0
REQ-003461,72.6,0.0591,0.46,2,9,86.8,0.0095,0
REQ-003462,51.1,0.0671,2.89,2,8,87.1,0.0434,0
REQ-003463,279.5,0.0384,0.23,2,6,64.7,0.0119,0
REQ-003464,66.0,0.043,5.11,3,18,51.7,0.0158,0
REQ-003465,220.8,0.0775,1.94,3,20,39.3,0.0069,0
REQ-003466,202.4,0.0683,1.13,1,12,150.9,0.008,0
REQ-003467,179.2,0.1177,0.4,3,13,62.0,0.0442,0
REQ-003468,195.0,0.0446,1.36,1,21,96.7,0.0357,0
REQ-003469,149.5,0.0841,3.0,1,22,22.6,0.0658,0
REQ-003470,126.1,0.1241,1.52,2,14,77.0,0.0813,0
REQ-003471,111.7,0.025,0.1,1,17,78.9,0.0426,0
REQ-003472,258.9,0.1305,2.3,2,7,81.5,0.0092,0
REQ-003473,145.3,0.0432,1.67,2,10,73.8,0.0037,0
REQ-003474,57.2,0.0413,13.87,2,11,58.4,0.0142,0
REQ-003475,151.2,0.0504,4.9,2,20,100.0,0.0099,0
REQ-003476,178.7,0.0842,2.55,3,8,57.9,0.0463,0
REQ-003477,57.7,0.0235,0.9,2,6,101.3,0.0231,0
REQ-003478,150.2,0.1156,1.43,3,10,74.9,0.0009,0
REQ-003479,265.3,0.0165,4.67,1,20,132.4,0.0012,0
REQ-003480,313.4,0.0717,0.44,1,10,115.5,0.0077,0
REQ-003481,95.8,0.0278,0.16,1,17,82.8,0.0178,0
REQ-003482,76.6,0.1128,0.62,3,12,58.1,0.0167,0
REQ-003483,241.7,0.0992,4.59,2,7,186.4,0.0033,0
REQ-003484,356.8,0.1206,0.34,3,22,354.0,0.0119,0
REQ-003485,79.7,0.0446,0.38,3,17,99.7,0.016,0
REQ-003486,1059.8,0.2569,78.56,29,1,1485.3,0.785,1
REQ-003487,175.2,0.0526,2.55,2,8,93.9,0.0308,0
REQ-003488,86.4,0.0669,1.17,1,7,72.8,0.0043,0
REQ-003489,5734.2,0.3773,47.22,16,9,100.0,0.8856,1
REQ-003490,184.5,0.0916,0.99,2,20,58.2,0.1376,0
REQ-003491,344.5,0.0376,0.11,2,7,119.2,0.0022,0
REQ-003492,133.8,0.0335,6.09,3,19,115.0,0.0028,0
REQ-003493,96.6,0.0937,1.84,2,22,112.2,0.0032,0
REQ-003494,79.0,0.0115,0.43,3,16,85.2,0.0094,0
REQ-003495,117.7,0.0256,2.09,2,18,50.4,0.0319,0
REQ-003496,348.2,0.15,2.14,3,6,74.8,0.0127,0
REQ-003497,183.3,0.0062,0.75,2,6,50.1,0.0112,0
REQ-003498,218.0,0.0925,0.87,2,19,39.1,0.0115,0
REQ-003499,408.5,0.0987,0.1,2,21,65.2,0.0396,0
REQ-003500,67.9,0.0189,3.5,3,17,184.4,0.0191,0
REQ-003501,144.4,0.0614,3.71,3,8,93.3,0.0031,0
REQ-003502,102.8,0.054,0.1,2,11,85.3,0.0593,0
REQ-003503,764.2,0.1296,2.07,3,12,70.0,0.1225,0
REQ-003504,159.2,0.146,1.2,2,17,31.5,0.0444,0
REQ-003505,187.9,0.0928,5.92,3,19,46.5,0.0043,0
REQ-003506,108.8,0.0646,0.76,2,22,113.1,0.0055,0
REQ-003507,580.3,0.0557,0.25,2,19,123.4,0.0069,0
REQ-003508,111.3,0.0466,1.58,3,16,167.7,0.0574,0
REQ-003509,263.8,0.0402,3.91,1,19,81.3,0.0255,0
REQ-003510,110.6,0.1034,0.37,2,8,63.2,0.0093,0
REQ-003511,173.3,0.0379,1.89,3,17,310.9,0.0048,0
REQ-003512,110.5,0.0356,0.87,1,14,50.6,0.0178,0
REQ-003513,103.9,0.0923,0.1,3,17,97.2,0.0503,0
REQ-003514,111.8,0.0894,2.41,2,11,84.4,0.0047,0
REQ-003515,170.4,0.1031,0.24,1,14,73.8,0.0077,0
REQ-003516,71.0,0.1018,1.7,1,6,175.4,0.0338,0
REQ-003517,77.7,0.1166,0.65,1,22,189.7,0.0622,0
REQ-003518,194.0,0.0273,0.49,1,6,63.8,0.1008,0
REQ-003519,101.0,0.15,1.28,2,8,76.4,0.1067,0
REQ-003520,192.1,0.1253,1.71,3,15,84.2,0.006,0
REQ-003521,136.3,0.0418,2.84,2,12,114.9,0.015,0
REQ-003522,198.6,0.0303,1.91,2,13,123.7,0.0022,0
REQ-003523,206.5,0.052,0.1,3,7,124.7,0.0189,0
REQ-003524,251.0,0.0766,2.75,2,11,127.0,0.0224,0
REQ-003525,190.9,0.0215,0.1,2,8,87.2,0.0134,0
REQ-003526,436.4,0.0853,0.54,3,20,101.9,0.0065,0
REQ-003527,87.1,0.0594,1.24,2,10,33.8,0.0029,0
REQ-003528,330.8,0.0357,2.55,2,10,65.8,0.0232,0
REQ-003529,265.2,0.0455,3.11,2,16,105.2,0.0022,0
REQ-003530,94.6,0.1153,1.65,3,20,73.6,0.0,0
REQ-003531,390.9,0.1439,2.83,2,8,133.2,0.0117,0
REQ-003532,113.1,0.1003,1.37,1,19,99.4,0.006,0
REQ-003533,100.8,0.0653,4.01,3,8,158.7,0.0078,0
REQ-003534,193.0,0.0696,0.69,1,22,93.6,0.0214,0
REQ-003535,124.8,0.0399,3.33,1,9,102.2,0.0144,0
REQ-003536,143.9,0.1041,3.09,1,16,268.7,0.0032,0
REQ-003537,60.3,0.1097,0.1,2,17,79.2,0.0183,0
REQ-003538,272.3,0.0956,0.32,3,14,73.3,0.0099,0
REQ-003539,206.2,0.0096,1.05,1,20,111.7,0.0214,0
REQ-003540,112.8,0.0735,0.19,3,15,82.5,0.0271,0
REQ-003541,133.7,0.0413,0.1,3,14,129.8,0.1141,0
REQ-003542,50.0,0.0359,0.56,3,7,136.4,0.0286,0
REQ-003543,193.5,0.054,2.58,3,18,115.9,0.0162,0
REQ-003544,246.3,0.0436,2.19,3,22,79.1,0.0046,0
REQ-003545,101.9,0.1485,2.13,2,6,82.4,0.0248,0
REQ-003546,226.1,0.0492,1.67,3,6,131.2,0.0191,0
REQ-003547,388.0,0.0338,7.94,2,18,199.8,0.0025,0
REQ-003548,50.0,0.074,0.61,3,22,63.6,0.0746,0
REQ-003549,205.0,0.0376,5.13,1,9,76.9,0.0412,0
REQ-003550,149.4,0.0174,4.02,1,11,155.4,0.0074,0
REQ-003551,238.6,0.0517,5.59,1,6,122.7,0.0227,0
REQ-003552,155.6,0.0457,0.37,3,7,53.4,0.0339,0
REQ-003553,294.3,0.0735,1.3,1,13,115.8,0.0091,0
REQ-003554,194.5,0.0648,1.96,3,21,58.9,0.0207,0
REQ-003555,99.5,0.0244,2.1,3,10,73.9,0.031,0
REQ-003556,81.3,0.15,3.93,3,7,74.2,0.0097,0
REQ-003557,300.5,0.0114,0.43,2,17,110.8,0.0239,0
REQ-003558,103.5,0.15,0.39,3,14,103.8,0.0314,0
REQ-003559,469.1,0.0528,3.62,3,21,102.9,0.0237,0
REQ-003560,129.5,0.0095,1.11,3,7,81.3,0.0434,0
REQ-003561,128.1,0.0817,0.49,3,12,42.2,0.0035,0
REQ-003562,135.8,0.0356,1.25,1,20,188.2,0.0127,0
REQ-003563,115.9,0.0237,2.86,2,10,71.9,0.0069,0
REQ-003564,199.5,0.0706,6.76,3,14,96.3,0.0073,0
REQ-003565,130.0,0.0464,5.63,2,15,131.3,0.0595,0
REQ-003566,335.0,0.0185,3.84,2,9,135.7,0.0271,0
REQ-003567,274.7,0.0156,0.45,3,9,122.3,0.0223,0
REQ-003568,172.8,0.0694,0.88,2,6,72.2,0.0118,0
REQ-003569,150.0,0.0388,2.25,3,9,97.8,0.0283,0
REQ-003570,98.8,0.0337,3.79,3,7,55.4,0.0002,0
REQ-003571,193.2,0.088,0.85,1,21,66.5,0.0291,0
REQ-003572,82.5,0.0195,0.15,1,10,241.0,0.0332,0
REQ-003573,269.9,0.03,0.36,3,18,69.9,0.0052,0
REQ-003574,283.0,0.15,0.55,1,10,61.0,0.0068,0
REQ-003575,173.0,0.011,1.57,2,18,57.0,0.0074,0
REQ-003576,153.9,0.1213,4.63,1,6,66.8,0.0821,0
REQ-003577,58.9,0.0628,1.25,1,19,59.5,0.0089,0
REQ-003578,69.9,0.1081,0.64,3,11,84.5,0.0443,0
REQ-003579,247.1,0.1461,0.1,1,19,69.8,0.0113,0
REQ-003580,345.9,0.0728,0.77,3,16,151.0,0.0015,0
REQ-003581,107.8,0.0475,4.05,2,20,58.9,0.003,0
REQ-003582,337.2,0.0687,1.74,2,16,124.6,0.0095,0
REQ-003583,180.6,0.0171,3.75,1,6,49.4,0.0165,0
REQ-003584,172.7,0.0143,0.37,1,12,111.5,0.0133,0
REQ-003585,103.2,0.0128,0.25,2,12,60.6,0.0739,0
REQ-003586,129.5,0.15,1.38,1,20,85.3,0.0206,0
REQ-003587,162.5,0.0352,0.61,2,16,69.5,0.0168,0
REQ-003588,361.0,0.0371,0.62,1,7,70.6,0.0128,0
REQ-003589,85.6,0.032,0.1,1,11,43.6,0.0399,0
REQ-003590,104.1,0.0801,1.48,2,18,103.1,0.0206,0
REQ-003591,277.4,0.0157,0.25,1,9,73.9,0.0088,0
REQ-003592,136.4,0.0957,2.33,1,21,128.2,0.0057,0
REQ-003593,60.1,0.0633,2.34,2,19,137.1,0.0387,0
REQ-003594,162.8,0.0496,2.42,3,22,64.0,0.0464,0
REQ-003595,163.5,0.065,1.53,3,18,74.6,0.0238,0
REQ-003596,258.8,0.0891,4.81,1,7,47.3,0.0203,0
REQ-003597,244.1,0.0269,0.6,3,13,56.9,0.0066,0
REQ-003598,208.3,0.0405,2.45,3,6,75.8,0.0084,0
REQ-003599,171.0,0.0314,3.13,2,14,107.7,0.0197,0
REQ-003600,166.8,0.0496,1.01,2,19,61.8,0.0096,0
REQ-003601,112.0,0.0429,1.29,3,21,187.2,0.0213,0
REQ-003602,182.0,0.0927,4.39,1,17,136.5,0.0071,0
REQ-003603,122.0,0.0129,0.42,2,10,61.8,0.0186,0
REQ-003604,160.6,0.0252,1.11,1,13,43.1,0.0759,0
REQ-003605,167.6,0.0011,0.1,1,11,71.5,0.0172,0
REQ-003606,195.0,0.097,4.39,3,6,76.4,0.0425,0
REQ-003607,51.3,0.0515,3.35,2,21,136.8,0.0947,0
REQ-003608,50.0,0.1075,1.55,3,19,78.0,0.0442,0
REQ-003609,384.4,0.15,2.13,1,11,67.0,0.035,0
REQ-003610,131.7,0.1121,1.62,3,8,106.8,0.0028,0
REQ-003611,90.9,0.15,0.81,3,21,85.0,0.0015,0
REQ-003612,233.8,0.1316,1.49,3,9,124.7,0.0352,0
REQ-003613,367.7,0.0831,2.39,1,16,133.5,0.0351,0
REQ-003614,149.7,0.0962,0.96,3,6,114.2,0.0026,0
REQ-003615,58.6,0.0299,3.6,2,21,64.6,0.0011,0
REQ-003616,216.0,0.0411,0.73,1,19,77.6,0.0,0
REQ-003617,143.2,0.0635,0.2,3,12,50.0,0.0223,0
REQ-003618,94.9,0.0569,0.58,2,7,70.2,0.0033,0
REQ-003619,249.5,0.055,0.19,2,13,67.8,0.0621,0
REQ-003620,78.5,0.0257,1.14,2,9,71.6,0.0827,0
REQ-003621,116.5,0.0709,1.57,1,8,68.9,0.0081,0
REQ-003622,217.8,0.0455,0.45,2,6,153.3,0.0033,0
REQ-003623,228.1,0.0598,0.98,1,10,58.2,0.0624,0
REQ-003624,50.0,0.0225,1.8,2,7,94.3,0.0464,0
REQ-003625,77.5,0.0196,3.11,2,21,112.1,0.0096,0
REQ-003626,50.0,0.1356,2.26,3,14,50.9,0.003,0
REQ-003627,65.6,0.0561,1.9,2,20,164.3,0.0167,0
REQ-003628,200.4,0.0981,2.43,1,17,117.6,0.0123,0
REQ-003629,207.9,0.1016,0.37,1,15,75.1,0.064,0
REQ-003630,219.7,0.0194,5.25,1,18,76.1,0.0238,0
REQ-003631,410.0,0.0675,9.52,2,20,38.7,0.044,0
REQ-003632,99.7,0.0772,0.14,2,16,87.8,0.0469,0
REQ-003633,198.1,0.1206,1.13,3,16,69.5,0.0024,0
REQ-003634,87.1,0.0638,5.18,2,22,56.9,0.0045,0
REQ-003635,111.8,0.0507,3.47,2,17,37.7,0.0226,0
REQ-003636,2477.3,0.3547,19.17,20,21,348.2,0.4829,1
REQ-003637,140.1,0.0178,1.4,2,12,62.3,0.024,0
REQ-003638,123.6,0.0988,8.5,1,22,95.8,0.0128,0
REQ-003639,84.8,0.0487,2.05,2,20,70.7,0.0413,0
REQ-003640,112.3,0.0227,9.01,3,22,130.1,0.0071,0
REQ-003641,239.3,0.0149,0.79,3,13,98.6,0.0214,0
REQ-003642,79.4,0.0411,1.69,2,17,207.1,0.012,0
REQ-003643,204.1,0.0118,1.07,3,6,48.1,0.0316,0
REQ-003644,177.3,0.0674,0.14,1,6,64.0,0.0302,0
REQ-003645,171.5,0.0711,1.18,2,18,74.6,0.0576,0
REQ-003646,88.0,0.0257,2.6,3,11,62.8,0.0022,0
REQ-003647,183.9,0.0306,1.07,3,22,75.2,0.0854,0
REQ-003648,85.6,0.0211,0.47,1,21,283.8,0.0148,0
REQ-003649,113.9,0.1107,2.72,3,12,123.5,0.0217,0
REQ-003650,149.9,0.0355,7.39,2,17,293.6,0.0088,0
REQ-003651,537.0,0.0258,0.15,2,13,102.0,0.0081,0
REQ-003652,292.8,0.0221,0.1,3,12,58.7,0.0121,0
REQ-003653,261.3,0.0309,1.9,1,20,43.9,0.0353,0
REQ-003654,103.2,0.0438,2.56,3,21,74.9,0.0448,0
REQ-003655,145.7,0.0775,0.95,2,6,65.2,0.0491,0
REQ-003656,186.7,0.036,1.29,3,21,103.9,0.0233,0
REQ-003657,207.5,0.0124,6.84,2,21,80.6,0.03,0
REQ-003658,116.0,0.0381,3.03,3,15,77.1,0.0024,0
REQ-003659,147.7,0.0806,1.35,3,17,143.8,0.0131,0
REQ-003660,50.0,0.0514,2.73,2,19,57.3,0.0181,0
REQ-003661,69.1,0.0574,0.67,3,21,91.0,0.0145,0
REQ-003662,80.0,0.0322,0.37,2,15,157.4,0.0072,0
REQ-003663,82.8,0.0274,0.87,2,12,61.7,0.005,0
REQ-003664,249.8,0.0158,2.94,3,11,44.9,0.0063,0
REQ-003665,50.0,0.0814,1.68,1,6,55.3,0.0396,0
REQ-003666,97.8,0.0585,3.57,2,20,98.5,0.0065,0
REQ-003667,75.9,0.1063,2.4,3,8,59.5,0.0307,0
REQ-003668,122.6,0.0549,0.1,3,7,138.3,0.0079,0
REQ-003669,895.8,0.0281,0.72,3,15,75.9,0.0045,0
REQ-003670,113.0,0.0659,0.21,2,6,89.3,0.026,0
REQ-003671,149.7,0.0984,2.11,3,21,121.8,0.0149,0
REQ-003672,187.3,0.0493,2.67,1,8,55.5,0.0061,0
REQ-003673,179.3,0.0153,0.14,3,16,42.4,0.0446,0
REQ-003674,198.0,0.0212,4.06,2,18,216.0,0.0493,0
REQ-003675,4911.5,0.2973,88.42,25,13,711.6,0.6567,1
REQ-003676,216.0,0.0192,3.99,3,15,113.4,0.0519,0
REQ-003677,50.0,0.0584,1.54,1,15,81.1,0.0157,0
REQ-003678,111.9,0.0889,0.26,1,20,56.2,0.0308,0
REQ-003679,256.4,0.0427,4.84,2,12,73.4,0.0573,0
REQ-003680,187.5,0.0668,3.93,1,6,35.8,0.019,0
REQ-003681,599.1,0.0399,0.2,1,12,72.6,0.0233,0
REQ-003682,201.5,0.0145,0.44,2,18,87.8,0.0003,0
REQ-003683,135.3,0.0239,0.18,2,15,48.6,0.0097,0
REQ-003684,162.0,0.0467,0.75,3,18,62.2,0.077,0
REQ-003685,50.0,0.0603,0.67,1,13,73.9,0.0075,0
REQ-003686,114.7,0.0816,2.73,3,6,74.6,0.0321,0
REQ-003687,302.7,0.0541,0.13,2,19,44.7,0.0055,0
REQ-003688,114.9,0.0465,1.43,1,20,117.4,0.016,0
REQ-003689,205.3,0.021,1.47,1,17,175.7,0.0445,0
REQ-003690,129.1,0.03,2.04,1,11,102.5,0.0606,0
REQ-003691,315.2,0.15,0.92,1,12,50.9,0.0445,0
REQ-003692,96.8,0.0344,0.29,2,9,80.6,0.0247,0
REQ-003693,196.2,0.0229,1.83,1,21,129.9,0.0241,0
REQ-003694,258.9,0.1105,5.84,2,13,82.6,0.0193,0
REQ-003695,92.9,0.0846,1.97,2,15,106.2,0.0057,0
REQ-003696,102.4,0.0145,4.8,2,13,160.8,0.0245,0
REQ-003697,179.3,0.0119,1.84,3,7,84.9,0.0007,0
REQ-003698,188.2,0.0699,3.91,2,11,57.1,0.084,0
REQ-003699,174.8,0.0216,0.1,3,6,126.5,0.0247,0
REQ-003700,136.6,0.0625,3.21,2,22,207.1,0.0014,0
REQ-003701,156.7,0.022,0.9,3,22,57.7,0.0141,0
REQ-003702,167.5,0.0501,0.16,1,18,52.3,0.0166,0
REQ-003703,110.4,0.0389,6.03,2,21,58.0,0.0363,0
REQ-003704,64.9,0.0178,1.73,1,8,88.5,0.0535,0
REQ-003705,106.3,0.0295,7.19,2,6,67.1,0.0206,0
REQ-003706,7131.7,0.3264,35.27,14,13,298.0,0.5518,1
REQ-003707,71.1,0.0148,2.05,1,14,90.1,0.0235,0
REQ-003708,492.0,0.0527,1.87,2,21,111.8,0.0137,0
REQ-003709,108.2,0.0783,5.91,2,12,206.3,0.0016,0
REQ-003710,500.0,0.5561,15.0,35,21,183.2,0.7869,1
REQ-003711,89.8,0.035,0.66,3,9,118.0,0.1235,0
REQ-003712,335.5,0.077,3.94,2,6,88.8,0.0239,0
REQ-003713,228.0,0.0585,3.21,1,6,126.8,0.0115,0
REQ-003714,88.6,0.122,0.53,3,19,87.8,0.0318,0
REQ-003715,110.3,0.1169,3.26,1,15,77.0,0.0123,0
REQ-003716,74.9,0.0292,1.47,2,16,48.5,0.0015,0
REQ-003717,110.5,0.0472,4.15,3,9,76.3,0.0122,0
REQ-003718,122.7,0.1333,0.38,3,13,51.8,0.0168,0
REQ-003719,119.3,0.0716,1.69,1,19,156.8,0.0236,0
REQ-003720,50.0,0.1076,7.53,3,11,78.9,0.0431,0
REQ-003721,69.6,0.0388,0.52,1,20,92.9,0.0208,0
REQ-003722,149.2,0.1019,2.29,3,10,101.8,0.0459,0
REQ-003723,122.1,0.0531,0.94,1,19,76.6,0.0206,0
REQ-003724,145.4,0.0903,1.08,2,21,78.4,0.0241,0
REQ-003725,305.6,0.1288,0.12,2,15,203.3,0.0059,0
REQ-003726,239.2,0.0342,0.11,3,10,46.7,0.108,0
REQ-003727,97.2,0.0174,3.03,2,19,128.8,0.0482,0
REQ-003728,86.0,0.1429,5.01,3,11,77.7,0.0029,0
REQ-003729,243.7,0.0149,1.7,3,11,79.9,0.0245,0
REQ-003730,76.2,0.0189,0.1,3,9,162.0,0.0068,0
REQ-003731,405.8,0.03,0.45,2,19,73.1,0.0116,0
REQ-003732,1687.0,0.186,15.0,16,0,555.0,0.4974,1
REQ-003733,190.7,0.0256,0.82,2,7,96.9,0.0068,0
REQ-003734,68.4,0.0443,2.98,3,22,125.8,0.0199,0
REQ-003735,180.2,0.0936,0.72,3,20,102.8,0.005,0
REQ-003736,208.9,0.0387,0.62,3,9,82.9,0.0169,0
REQ-003737,157.4,0.0266,3.48,2,6,97.9,0.0064,0
REQ-003738,170.3,0.11,0.43,1,6,132.8,0.0119,0
REQ-003739,283.1,0.0101,1.08,1,13,87.2,0.0,0
REQ-003740,251.3,0.0328,1.25,1,6,128.2,0.011,0
REQ-003741,351.1,0.0213,0.25,1,12,67.4,0.0024,0
REQ-003742,153.5,0.1369,2.64,1,11,59.5,0.0555,0
REQ-003743,102.1,0.0176,1.53,3,20,101.2,0.012,0
REQ-003744,115.0,0.15,3.99,1,18,74.7,0.1475,0
REQ-003745,442.9,0.0589,0.11,3,10,46.4,0.0126,0
REQ-003746,225.8,0.1096,0.1,3,15,51.3,0.0354,0
REQ-003747,54.8,0.0331,1.73,3,10,76.4,0.0061,0
REQ-003748,138.4,0.0321,1.41,1,14,122.6,0.0221,0
REQ-003749,100.2,0.0314,0.84,2,12,125.2,0.0113,0
REQ-003750,249.1,0.0125,3.69,3,8,105.8,0.0119,0
REQ-003751,96.0,0.0051,1.97,1,13,118.5,0.0132,0
REQ-003752,99.2,0.016,0.11,2,19,93.4,0.0844,0
REQ-003753,128.2,0.031,2.2,2,9,87.3,0.0089,0
REQ-003754,150.7,0.0562,1.5,1,17,140.7,0.0269,0
REQ-003755,144.0,0.039,0.34,2,15,91.3,0.0257,0
REQ-003756,154.0,0.0408,2.26,1,17,91.0,0.0142,0
REQ-003757,343.9,0.0063,0.89,1,21,123.7,0.0073,0
REQ-003758,60.0,0.0406,1.23,3,14,48.1,0.0541,0
REQ-003759,97.1,0.0195,2.13,1,13,97.1,0.0077,0
REQ-003760,50.0,0.0338,0.15,3,22,79.1,0.0068,0
REQ-003761,126.8,0.0268,0.52,1,8,105.5,0.0256,0
REQ-003762,63.6,0.0081,2.87,1,12,73.3,0.0061,0
REQ-003763,285.5,0.1052,1.04,2,19,127.5,0.015,0
REQ-003764,170.5,0.0734,0.78,2,16,180.9,0.063,0
REQ-003765,161.3,0.0116,12.3,1,18,75.7,0.0133,0
REQ-003766,187.8,0.0256,2.72,1,13,85.2,0.0124,0
REQ-003767,356.0,0.0369,2.57,3,14,65.4,0.0124,0
REQ-003768,184.8,0.15,1.48,2,13,48.5,0.0142,0
REQ-003769,172.2,0.0236,1.92,3,13,73.9,0.0121,0
REQ-003770,139.7,0.0563,2.3,3,15,79.6,0.0402,0
REQ-003771,139.9,0.0974,4.03,1,11,66.3,0.0755,0
REQ-003772,155.7,0.0504,4.41,1,21,188.1,0.0143,0
REQ-003773,50.0,0.031,3.57,3,10,106.9,0.0034,0
REQ-003774,56.2,0.0608,5.9,1,17,142.1,0.0273,0
REQ-003775,199.0,0.131,1.36,3,12,67.3,0.0241,0
REQ-003776,198.6,0.15,0.58,1,20,92.5,0.0106,0
REQ-003777,232.0,0.0245,0.9,1,19,106.1,0.0171,0
REQ-003778,174.6,0.1158,1.62,3,17,83.4,0.0094,0
REQ-003779,50.0,0.0103,1.09,3,11,57.2,0.0152,0
REQ-003780,120.2,0.01,2.99,2,10,107.8,0.0033,0
REQ-003781,154.5,0.0919,0.4,1,10,60.7,0.0243,0
REQ-003782,151.0,0.0656,0.9,1,22,86.2,0.0006,0
REQ-003783,64.8,0.15,0.85,3,10,97.1,0.0206,0
REQ-003784,107.2,0.024,0.41,2,21,137.9,0.0954,0
REQ-003785,358.3,0.0725,5.51,3,11,76.4,0.0273,0
REQ-003786,268.6,0.0621,2.69,2,12,89.0,0.028,0
REQ-003787,83.6,0.0442,3.44,2,15,64.5,0.0338,0
REQ-003788,299.3,0.0568,6.44,3,6,52.6,0.0259,0
REQ-003789,163.8,0.0099,1.03,2,11,50.0,0.0078,0
REQ-003790,295.6,0.15,9.83,3,22,99.1,0.0182,0
REQ-003791,232.3,0.0825,0.29,3,17,113.0,0.0096,0
REQ-003792,165.6,0.0576,1.59,1,21,115.3,0.0133,0
REQ-003793,360.8,0.0207,4.58,3,22,159.8,0.0463,0
REQ-003794,134.6,0.1365,0.57,3,20,73.7,0.0212,0
REQ-003795,52.5,0.04,0.73,2,17,46.4,0.02,0
REQ-003796,100.9,0.0365,4.22,1,11,83.0,0.0016,0
REQ-003797,340.0,0.0325,4.82,2,17,109.7,0.0637,0
REQ-003798,178.3,0.0513,1.27,1,19,156.2,0.0294,0
REQ-003799,50.0,0.0832,1.53,1,21,48.7,0.0104,0
REQ-003800,213.9,0.0784,0.11,3,15,121.8,0.0033,0
REQ-003801,90.7,0.15,0.53,2,22,135.4,0.0138,0
REQ-003802,166.2,0.0734,0.66,1,22,84.6,0.0034,0
REQ-003803,81.7,0.0174,0.68,1,14,68.2,0.0257,0
REQ-003804,89.3,0.1098,7.95,3,16,130.1,0.0064,0
REQ-003805,132.5,0.0349,0.1,1,22,115.6,0.0465,0
REQ-003806,171.4,0.1398,1.55,2,6,90.0,0.0072,0
REQ-003807,277.8,0.0211,4.75,2,18,140.5,0.027,0
REQ-003808,272.5,0.0604,1.84,3,9,150.8,0.0094,0
REQ-003809,99.5,0.0328,1.76,2,10,118.9,0.1241,0
REQ-003810,50.0,0.0319,0.37,1,15,100.9,0.0033,0
REQ-003811,50.0,0.15,1.84,1,19,78.9,0.0104,0
REQ-003812,196.7,0.0105,1.33,3,21,95.1,0.0326,0
REQ-003813,102.9,0.0212,3.74,2,11,97.6,0.0243,0
REQ-003814,176.8,0.0856,5.86,2,11,133.1,0.0459,0
REQ-003815,294.6,0.0453,3.08,2,15,94.5,0.0006,0
REQ-003816,113.9,0.0603,0.81,1,20,101.3,0.0192,0
REQ-003817,211.4,0.0211,2.61,3,9,139.3,0.0476,0
REQ-003818,219.8,0.139,0.1,3,6,133.7,0.0055,0
